date,credit_spread,ur_diff,cp_amom,hs_amom,realized_vol
1919-01-01,1.7700000000000005,,,,
1919-02-01,1.8500000000000005,,,,
1919-03-01,1.7600000000000007,,,,
1919-04-01,1.79,,,,
1919-05-01,1.7000000000000002,,,,
1919-06-01,1.6399999999999997,,,,
1919-07-01,1.6199999999999992,,,,
1919-08-01,1.5700000000000003,,,,
1919-09-01,1.67,,,,
1919-10-01,1.7999999999999998,,,,
1919-11-01,1.88,,,,
1919-12-01,2.039999999999999,,,,
1920-01-01,2.0300000000000002,,,,
1920-02-01,2.08,,,,
1920-03-01,2.05,,,,
1920-04-01,2.13,,,,
1920-05-01,2.1400000000000006,,,,
1920-06-01,2.0100000000000007,,,,
1920-07-01,2.1799999999999997,,,,
1920-08-01,2.0900000000000007,,,,
1920-09-01,1.9200000000000008,,,,
1920-10-01,1.9400000000000004,,,,
1920-11-01,2.130000000000001,,,,
1920-12-01,2.3000000000000007,,,,
1921-01-01,2.3600000000000003,,,,
1921-02-01,2.34,,,,
1921-03-01,2.4700000000000006,,,,
1921-04-01,2.4699999999999998,,,,
1921-05-01,2.4099999999999993,,,,
1921-06-01,2.380000000000001,,,,
1921-07-01,2.3600000000000003,,,,
1921-08-01,2.5199999999999996,,,,
1921-09-01,2.41,,,,
1921-10-01,2.5,,,,
1921-11-01,2.2800000000000002,,,,
1921-12-01,2.1100000000000003,,,,
1922-01-01,2.3600000000000003,,,,
1922-02-01,2.26,,,,
1922-03-01,2.2199999999999998,,,,
1922-04-01,1.9899999999999993,,,,
1922-05-01,1.7599999999999998,,,,
1922-06-01,1.8899999999999997,,,,
1922-07-01,1.8899999999999997,,,,
1922-08-01,1.8899999999999997,,,,
1922-09-01,1.8200000000000003,,,,
1922-10-01,1.8100000000000005,,,,
1922-11-01,1.8900000000000006,,,,
1922-12-01,1.9399999999999995,,,,
1923-01-01,1.9400000000000004,,,,
1923-02-01,1.8999999999999995,,,,
1923-03-01,1.96,,,,
1923-04-01,1.9500000000000002,,,,
1923-05-01,2.01,,,,
1923-06-01,2.0599999999999996,,,,
1923-07-01,2.2,,,,
1923-08-01,2.3,,,,
1923-09-01,2.26,,,,
1923-10-01,2.3499999999999996,,,,
1923-11-01,2.3100000000000005,,,,
1923-12-01,2.29,,,,
1924-01-01,2.1500000000000004,,,,
1924-02-01,2.05,,,,
1924-03-01,1.9800000000000004,,,,
1924-04-01,1.9500000000000002,,,,
1924-05-01,1.9299999999999997,,,,
1924-06-01,1.83,,,,
1924-07-01,1.7199999999999998,,,,
1924-08-01,1.7400000000000002,,,,
1924-09-01,1.7800000000000002,,,,
1924-10-01,1.7000000000000002,,,,
1924-11-01,1.5999999999999996,,,,
1924-12-01,1.5099999999999998,,,,
1925-01-01,1.4900000000000002,,,,
1925-02-01,1.4100000000000001,,,,
1925-03-01,1.4500000000000002,,,,
1925-04-01,1.54,,,,
1925-05-01,1.4699999999999998,,,,
1925-06-01,1.3499999999999996,,,,
1925-07-01,1.33,,,,
1925-08-01,1.3399999999999999,,,,
1925-09-01,1.33,,,,
1925-10-01,1.3200000000000003,,,,
1925-11-01,1.33,,,,
1925-12-01,1.3000000000000007,,,,
1926-01-01,1.2699999999999996,,,,
1926-02-01,1.25,,,,
1926-03-01,1.2599999999999998,,,,
1926-04-01,1.2400000000000002,,,,
1926-05-01,1.1500000000000004,,,,
1926-06-01,1.08,,,,
1926-07-01,1.08,,,,
1926-08-01,1.0899999999999999,,,,
1926-09-01,1.0700000000000003,,,,
1926-10-01,1.0999999999999996,,,,
1926-11-01,1.0899999999999999,,,,
1926-12-01,1.0,,,,
1927-01-01,0.9500000000000002,,,,
1927-02-01,0.9199999999999999,,,,
1927-03-01,0.9199999999999999,,,,
1927-04-01,0.9000000000000004,,,,
1927-05-01,0.9299999999999997,,,,
1927-06-01,0.9699999999999998,,,,
1927-07-01,0.9500000000000002,,,,
1927-08-01,0.9200000000000008,,,,
1927-09-01,0.8799999999999999,,,,
1927-10-01,0.8700000000000001,,,,
1927-11-01,0.8599999999999994,,,,
1927-12-01,0.8600000000000003,,,,
1928-01-01,0.8899999999999997,,,,
1928-02-01,0.8700000000000001,,,,
1928-03-01,0.8600000000000003,,,,
1928-04-01,0.8700000000000001,,,,
1928-05-01,0.9299999999999997,,,,
1928-06-01,0.9799999999999995,,,,
1928-07-01,0.9699999999999998,,,,
1928-08-01,0.9700000000000006,,,,
1928-09-01,0.9799999999999995,,,,
1928-10-01,0.9699999999999998,,,,
1928-11-01,0.9699999999999998,,,,
1928-12-01,0.9899999999999993,,,,
1929-01-01,1.0099999999999998,,,,
1929-02-01,1.0,,,,
1929-03-01,1.0899999999999999,,,,
1929-04-01,1.1099999999999994,,,,
1929-05-01,1.0999999999999996,,,,
1929-06-01,1.1700000000000008,,,,
1929-07-01,1.1800000000000006,,,,
1929-08-01,1.25,,,,
1929-09-01,1.3200000000000003,,,,
1929-10-01,1.3400000000000007,,,,
1929-11-01,1.2700000000000005,,,,
1929-12-01,1.2800000000000002,,,,
1930-01-01,1.2599999999999998,,,,
1930-02-01,1.1999999999999993,,,,
1930-03-01,1.1100000000000003,,,,
1930-04-01,1.1000000000000005,,,,
1930-05-01,1.12,,,,
1930-06-01,1.21,,,,
1930-07-01,1.25,,,,
1930-08-01,1.2600000000000007,,,,
1930-09-01,1.2300000000000004,,,,
1930-10-01,1.5200000000000005,,,,
1930-11-01,1.7800000000000002,,,,
1930-12-01,2.1900000000000004,,,,
1931-01-01,1.9900000000000002,,,,
1931-02-01,1.9500000000000002,,,,
1931-03-01,2.0500000000000007,,,,
1931-04-01,2.3199999999999994,,,,
1931-05-01,2.7800000000000002,,,,
1931-06-01,3.0,,,,
1931-07-01,2.7199999999999998,,,,
1931-08-01,3.0699999999999994,,,,
1931-09-01,3.5200000000000005,,,,
1931-10-01,4.049999999999999,,,,
1931-11-01,3.9899999999999993,,,,
1931-12-01,5.1,,,,
1932-01-01,3.9300000000000006,,,,
1932-02-01,3.639999999999999,,,,
1932-03-01,3.8499999999999996,,,,
1932-04-01,5.290000000000001,,,,
1932-05-01,5.64,,,,
1932-06-01,5.59,,,,
1932-07-01,5.529999999999999,,,,
1932-08-01,3.3100000000000005,,,,
1932-09-01,2.91,,,,
1932-10-01,3.2300000000000004,,,,
1932-11-01,3.6100000000000003,,,,
1932-12-01,3.83,,,,
1933-01-01,3.5699999999999994,,,,
1933-02-01,3.889999999999999,,,,
1933-03-01,4.23,,,,
1933-04-01,4.339999999999999,,,,
1933-05-01,3.1100000000000003,,,,
1933-06-01,2.6100000000000003,,,,
1933-07-01,2.26,,,,
1933-08-01,2.4699999999999998,,,,
1933-09-01,2.9099999999999993,,,,
1933-10-01,3.1500000000000004,,,,
1933-11-01,3.4400000000000004,,,,
1933-12-01,3.25,,,,
1934-01-01,2.66,,,,
1934-02-01,2.0699999999999994,,,,
1934-03-01,2.13,,,,
1934-04-01,1.9399999999999995,,,,
1934-05-01,2.04,,,,
1934-06-01,2.1299999999999994,,,,
1934-07-01,2.2399999999999998,,,,
1934-08-01,2.56,,,,
1934-09-01,2.6100000000000003,,,,
1934-10-01,2.5000000000000004,,,,
1934-11-01,2.5100000000000002,,,,
1934-12-01,2.4200000000000004,,,,
1935-01-01,2.2100000000000004,,,,
1935-02-01,2.2600000000000002,,,,
1935-03-01,2.5300000000000002,,,,
1935-04-01,2.4699999999999998,,,,
1935-05-01,2.2900000000000005,,,,
1935-06-01,2.1599999999999997,,,,
1935-07-01,2.11,,,,
1935-08-01,1.98,,,,
1935-09-01,1.9400000000000004,,,,
1935-10-01,2.02,,,,
1935-11-01,1.9599999999999995,,,,
1935-12-01,1.8599999999999999,,,,
1936-01-01,1.63,,,,
1936-02-01,1.48,,,,
1936-03-01,1.5700000000000003,,,,
1936-04-01,1.62,,,,
1936-05-01,1.6700000000000004,,,,
1936-06-01,1.6600000000000001,,,,
1936-07-01,1.6099999999999999,,,,
1936-08-01,1.5300000000000002,,,,
1936-09-01,1.44,,,,
1936-10-01,1.3599999999999999,,,,
1936-11-01,1.3699999999999997,,,,
1936-12-01,1.4300000000000002,,,,
1937-01-01,1.3900000000000001,,,,
1937-02-01,1.31,,,,
1937-03-01,1.3599999999999999,,,,
1937-04-01,1.42,,,,
1937-05-01,1.5099999999999998,,,,
1937-06-01,1.65,,,,
1937-07-01,1.6600000000000001,,,,
1937-08-01,1.6799999999999997,,,,
1937-09-01,1.8800000000000003,,,,
1937-10-01,2.2499999999999996,,,,
1937-11-01,2.58,,,,
1937-12-01,2.5200000000000005,,,,
1938-01-01,2.7199999999999998,,,,
1938-02-01,2.7699999999999996,,,,
1938-03-01,3.0799999999999996,,,,
1938-04-01,3.17,,,,
1938-05-01,2.8399999999999994,,,,
1938-06-01,2.99,,,,
1938-07-01,2.4099999999999997,,,,
1938-08-01,2.31,,,,
1938-09-01,2.4400000000000004,,,,
1938-10-01,2.2100000000000004,,,,
1938-11-01,2.1300000000000003,,,,
1938-12-01,2.1899999999999995,,,,
1939-01-01,2.1100000000000003,,,,
1939-02-01,2.05,,,,
1939-03-01,1.8999999999999995,,,,
1939-04-01,2.1300000000000003,,,,
1939-05-01,2.1,,,,
1939-06-01,1.9900000000000002,,,,
1939-07-01,1.9499999999999997,,,,
1939-08-01,1.9199999999999995,,,,
1939-09-01,1.75,,,,
1939-10-01,1.73,,,,
1939-11-01,1.8499999999999996,,,,
1939-12-01,1.98,,,,
1940-01-01,1.9800000000000004,,,,
1940-02-01,1.9700000000000002,,,,
1940-03-01,1.96,,,,
1940-04-01,1.9200000000000004,,,,
1940-05-01,2.0100000000000002,,,,
1940-06-01,2.1500000000000004,,,,
1940-07-01,1.92,,,,
1940-08-01,1.9099999999999997,,,,
1940-09-01,1.8400000000000003,,,,
1940-10-01,1.7699999999999996,,,,
1940-11-01,1.7300000000000004,,,,
1940-12-01,1.7400000000000002,,,,
1941-01-01,1.63,,,,
1941-02-01,1.6400000000000001,,,,
1941-03-01,1.58,,,,
1941-04-01,1.5100000000000002,,,,
1941-05-01,1.5100000000000002,,,,
1941-06-01,1.5399999999999996,,,,
1941-07-01,1.54,,,,
1941-08-01,1.5299999999999994,,,,
1941-09-01,1.5499999999999998,,,,
1941-10-01,1.5500000000000003,,,,
1941-11-01,1.56,,,,
1941-12-01,1.58,,,,
1942-01-01,1.46,,,,
1942-02-01,1.44,,,,
1942-03-01,1.44,,,,
1942-04-01,1.4299999999999997,,,,
1942-05-01,1.4199999999999995,,,,
1942-06-01,1.48,,,,
1942-07-01,1.4699999999999998,,,,
1942-08-01,1.4700000000000002,,,,
1942-09-01,1.46,,,,
1942-10-01,1.4400000000000004,,,,
1942-11-01,1.46,,,,
1942-12-01,1.4700000000000002,,,,
1943-01-01,1.37,,,,
1943-02-01,1.31,,,,
1943-03-01,1.25,,,,
1943-04-01,1.2000000000000002,,,,
1943-05-01,1.17,,,,
1943-06-01,1.1599999999999997,,,,
1943-07-01,1.12,,,,
1943-08-01,1.12,,,,
1943-09-01,1.1400000000000001,,,,
1943-10-01,1.1199999999999997,,,,
1943-11-01,1.12,,,,
1943-12-01,1.0799999999999996,,,,
1944-01-01,1.0399999999999996,,,,
1944-02-01,0.98,,,,
1944-03-01,0.96,,,,
1944-04-01,0.94,,,,
1944-05-01,0.8999999999999999,,,,
1944-06-01,0.8599999999999999,,,,
1944-07-01,0.8499999999999996,,,,
1944-08-01,0.8399999999999999,,,,
1944-09-01,0.8399999999999999,,,,
1944-10-01,0.8299999999999996,,,,
1944-11-01,0.8099999999999996,,,,
1944-12-01,0.79,,,,
1945-01-01,0.77,,,,
1945-02-01,0.7600000000000002,,,,
1945-03-01,0.7599999999999998,,,,
1945-04-01,0.75,,,,
1945-05-01,0.6999999999999997,,,,
1945-06-01,0.6800000000000002,,,,
1945-07-01,0.6599999999999997,,,,
1945-08-01,0.6499999999999999,,,,
1945-09-01,0.6200000000000001,,,,
1945-10-01,0.5800000000000001,,,,
1945-11-01,0.5299999999999998,,,,
1945-12-01,0.4900000000000002,,,,
1946-01-01,0.46999999999999975,,,,
1946-02-01,0.4700000000000002,,,,
1946-03-01,0.46999999999999975,,,,
1946-04-01,0.5,,,,
1946-05-01,0.5100000000000002,,,,
1946-06-01,0.5399999999999996,,,,
1946-07-01,0.5499999999999998,,,,
1946-08-01,0.52,,,,
1946-09-01,0.52,,,,
1946-10-01,0.5499999999999998,,,,
1946-11-01,0.5800000000000001,,,,
1946-12-01,0.56,,,,
1947-01-01,0.56,,,,
1947-02-01,0.5700000000000003,,,,
1947-03-01,0.6000000000000001,,,,
1947-04-01,0.6300000000000003,,,,
1947-05-01,0.6400000000000001,,,,
1947-06-01,0.6600000000000001,,,,
1947-07-01,0.6300000000000003,,,,
1947-08-01,0.6099999999999999,,,,
1947-09-01,0.6200000000000001,,,,
1947-10-01,0.6499999999999999,,,,
1947-11-01,0.6699999999999999,,,,
1947-12-01,0.6600000000000001,,,,
1948-01-01,0.6600000000000001,,,,
1948-02-01,0.6799999999999997,,,,
1948-03-01,0.6999999999999997,,,,
1948-04-01,0.6900000000000004,,,,
1948-05-01,0.6200000000000001,,,,
1948-06-01,0.5800000000000001,,,,
1948-07-01,0.56,,,,
1948-08-01,0.6000000000000001,,,,
1948-09-01,0.6100000000000003,,,,
1948-10-01,0.6600000000000001,,,,
1948-11-01,0.69,,,,
1948-12-01,0.7399999999999998,,,,
1949-01-01,0.75,,,,
1949-02-01,0.7400000000000002,,,,
1949-03-01,0.77,,,,
1949-04-01,0.75,,,,
1949-05-01,0.7400000000000002,,,,
1949-06-01,0.7600000000000002,,,,
1949-07-01,0.79,,,,
1949-08-01,0.7799999999999998,,,,
1949-09-01,0.77,,,,
1949-10-01,0.75,,,,
1949-11-01,0.75,,,,
1949-12-01,0.73,,,,
1950-01-01,0.6700000000000004,,,,0.030737162525268168
1950-02-01,0.6600000000000001,,,,0.02088435792533008
1950-03-01,0.6600000000000001,,,,0.022217498711884387
1950-04-01,0.6299999999999999,,,,0.026824601395410822
1950-05-01,0.6400000000000001,,,,0.026781973021267988
1950-06-01,0.6599999999999997,,,,0.07701612629795743
1950-07-01,0.6699999999999999,,,,0.05706910602761488
1950-08-01,0.6200000000000001,,,,0.033214578536457574
1950-09-01,0.5699999999999998,,,,0.034924914292861466
1950-10-01,0.5500000000000003,,,,0.04051533350232457
1950-11-01,0.5500000000000003,,,,0.051304687223378616
1950-12-01,0.5300000000000002,,,,0.05644064750776424
1951-01-01,0.5099999999999998,,,,0.04164350579443725
1951-02-01,0.5,,,,0.02538105129494984
1951-03-01,0.4500000000000002,,,,0.03275609163801412
1951-04-01,0.48,,,,0.02726513027598834
1951-05-01,0.5099999999999998,,,,0.03784401622054942
1951-06-01,0.5500000000000003,,,,0.03275393852582118
1951-07-01,0.5899999999999999,,,,0.0366661844386502
1951-08-01,0.6200000000000001,,,,0.023500914905004736
1951-09-01,0.6200000000000001,,,,0.015919543295519874
1951-10-01,0.6099999999999999,,,,0.037934066827271955
1951-11-01,0.6000000000000001,,,,0.029038724719022177
1951-12-01,0.6000000000000001,,,,0.019931178770500452
1952-01-01,0.6099999999999999,,,,0.023949260087273286
1952-02-01,0.5999999999999996,,,,0.026791057877570256
1952-03-01,0.5499999999999998,,,,0.02523007621557862
1952-04-01,0.5699999999999998,,,,0.026680542509940418
1952-05-01,0.56,,,,0.022546323112672302
1952-06-01,0.56,,,,0.017891736840246423
1952-07-01,0.5499999999999998,,,,0.018514941761953573
1952-08-01,0.5699999999999998,,,,0.01644180949375476
1952-09-01,0.5699999999999998,,,,0.020664039394304345
1952-10-01,0.5300000000000002,,,,0.03163717769193519
1952-11-01,0.5499999999999998,,,,0.0209466806332059
1952-12-01,0.5399999999999996,,,,0.016464879578557894
1953-01-01,0.48999999999999977,,,,0.020417185981819044
1953-02-01,0.45999999999999996,,,,0.03847568700428192
1953-03-01,0.44999999999999973,,,,0.02619768520990745
1953-04-01,0.41999999999999993,,,,0.03549042697463114
1953-05-01,0.43999999999999995,,,,0.023355277574841887
1953-06-01,0.45999999999999996,,,,0.032435086779275445
1953-07-01,0.5800000000000001,,,,0.02372685367434844
1953-08-01,0.6099999999999999,,,,0.02567950880577042
1953-09-01,0.5899999999999999,,,,0.03283217688069241
1953-10-01,0.6599999999999997,,,,0.023813368081269364
1953-11-01,0.6400000000000001,,,,0.02119044358654065
1953-12-01,0.6100000000000003,,,,0.02008455339082839
1954-01-01,0.6499999999999999,,,,0.021892553722147105
1954-02-01,0.6599999999999997,,,,0.018192877367440637
1954-03-01,0.6499999999999999,,,,0.018671755943418255
1954-04-01,0.6200000000000001,,,,0.027502397372208328
1954-05-01,0.5900000000000003,,,,0.02155359823798507
1954-06-01,0.5900000000000003,,,,0.030585138248114072
1954-07-01,0.6099999999999999,,,,0.02462951230923464
1954-08-01,0.6200000000000001,,,,0.03415981441260017
1954-09-01,0.5800000000000001,,,,0.02656141313341696
1954-10-01,0.5899999999999999,,,,0.022678193360907293
1954-11-01,0.56,,,,0.03455569510398894
1954-12-01,0.5500000000000003,,,,0.04296339280170076
1955-01-01,0.52,,,,0.05027778466855104
1955-02-01,0.54,,,,0.026359713267027
1955-03-01,0.45999999999999996,,,,0.04992177320482575
1955-04-01,0.4800000000000004,,,,0.025020158782953487
1955-05-01,0.45999999999999996,,,,0.026668123732152348
1955-06-01,0.45999999999999996,,,,0.04503278470885459
1955-07-01,0.45999999999999996,,,,0.0463519780696603
1955-08-01,0.4500000000000002,,,,0.03389615063474071
1955-09-01,0.45999999999999996,,,,0.07787326313637032
1955-10-01,0.48999999999999977,,,,0.0517752414421025
1955-11-01,0.48,,,,0.044104191394668625
1955-12-01,0.4700000000000002,,,,0.029531249955846717
1956-01-01,0.4900000000000002,,,,0.034507560026628414
1956-02-01,0.5,,,,0.03335359907230338
1956-03-01,0.5,,,,0.03226062694315148
1956-04-01,0.43999999999999995,,,,0.028631382109310075
1956-05-01,0.4500000000000002,,,,0.042783266185441274
1956-06-01,0.5,,,,0.033570604695045206
1956-07-01,0.52,,,,0.02230170162851933
1956-08-01,0.5,,,,0.040858668686535024
1956-09-01,0.5100000000000002,,,,0.041532346915072176
1956-10-01,0.5800000000000001,,,,0.03964164290613958
1956-11-01,0.5500000000000003,,,,0.04173436377198454
1956-12-01,0.6200000000000001,,,,0.03126905182415713
1957-01-01,0.7200000000000002,,,,0.030298297537344577
1957-02-01,0.7999999999999998,,,,0.03217034238866193
1957-03-01,0.7699999999999996,,,,0.01923429076849157
1957-04-01,0.7700000000000005,,,,0.016537078209087366
1957-05-01,0.7799999999999994,,,,0.022329585022958724
1957-06-01,0.7199999999999998,,,,0.020567860149158047
1957-07-01,0.7400000000000002,,,,0.022716546443946797
1957-08-01,0.7200000000000006,,,,0.046500070983707446
1957-09-01,0.8099999999999996,,,,0.0393806300500792
1957-10-01,0.8900000000000006,,,,0.06756329185259877
1957-11-01,1.0099999999999998,,,,0.057354971190253394
1957-12-01,1.2200000000000002,,,,0.03564777405549065
1958-01-01,1.23,,,,0.02731570785672985
1958-02-01,1.0700000000000003,,,,0.02682872769308743
1958-03-01,1.0499999999999998,,,,0.022733077516932487
1958-04-01,1.0699999999999998,,,,0.027091230172720412
1958-05-01,1.0500000000000003,,,,0.020820248268381334
1958-06-01,0.98,,,,0.02539547972558718
1958-07-01,0.8600000000000003,,,,0.02499131733049873
1958-08-01,0.8199999999999998,,,,0.023504855933083307
1958-09-01,0.7800000000000002,,,,0.021311505482361173
1958-10-01,0.8099999999999996,,,,0.029829608934681305
1958-11-01,0.7800000000000002,,,,0.03727308898048577
1958-12-01,0.7699999999999996,,,,0.02714943130498728
1959-01-01,0.75,,,,0.024106749145196168
1959-02-01,0.75,,,,0.03384759000657901
1959-03-01,0.7199999999999998,,,,0.02208369341689869
1959-04-01,0.6299999999999999,,,,0.022269658543773465
1959-05-01,0.5899999999999999,,,,0.022347891733248432
1959-06-01,0.5800000000000001,,,,0.030028329256756723
1959-07-01,0.6100000000000003,,,,0.021775515206153888
1959-08-01,0.6600000000000001,,,,0.03389517307158539
1959-09-01,0.6600000000000001,,,,0.04133035137895251
1959-10-01,0.71,,,,0.024683337497465704
1959-11-01,0.7000000000000002,,,,0.022342263799595224
1959-12-01,0.7000000000000002,,,,0.017392466251760767
1960-01-01,0.7299999999999995,,,,0.030456891624216505
1960-02-01,0.7800000000000002,,,,0.03389583873045067
1960-03-01,0.7599999999999998,,,,0.030522457055708288
1960-04-01,0.75,-0.40000000000000036,,,0.030160488803630585
1960-05-01,0.8200000000000003,-0.09999999999999964,,,0.020094167891381663
1960-06-01,0.8099999999999996,0.5999999999999996,,,0.022443286661350526
1960-07-01,0.8099999999999996,-0.09999999999999964,,,0.030750413690606812
1960-08-01,0.7999999999999998,0.5,,171.9857005091992,0.025430211762498333
1960-09-01,0.7599999999999998,-0.20000000000000018,,-86.80327331073836,0.04195590594889243
1960-10-01,0.8100000000000005,0.7000000000000002,,397.17375583568924,0.03515792925667722
1960-11-01,0.7700000000000005,-0.10000000000000053,,3.969715593541978,0.030008828763850647
1960-12-01,0.75,0.5,,-92.95925129408775,0.020920488559770585
1961-01-01,0.7799999999999994,-0.20000000000000018,,246.4222245556581,0.026433110574403135
1961-02-01,0.8000000000000007,0.20000000000000018,,81.65260257336233,0.023187465437755874
1961-03-01,0.7999999999999998,0.10000000000000053,,256.65652241604374,0.023441452484043945
1961-04-01,0.7599999999999998,-0.10000000000000053,,-37.93638865131071,0.05855805842724888
1961-05-01,0.7400000000000002,0.10000000000000053,,85.24196977331884,0.020097499414385926
1961-06-01,0.7000000000000002,-0.10000000000000053,,97.94497582653041,0.033597019164371376
1961-07-01,0.6799999999999997,0.10000000000000053,,-39.85652645628504,0.02495658410339585
1961-08-01,0.6600000000000001,0.0,,0.0,0.019957591391873003
1961-09-01,0.6699999999999999,-0.10000000000000053,,47.04071332548876,0.034586761538421384
1961-10-01,0.71,0.0,,101.89065831258239,0.024801489039086872
1961-11-01,0.7200000000000006,-0.7000000000000002,,-54.66620281493624,0.019116213054660502
1961-12-01,0.6799999999999997,0.0,,-32.8087220405744,0.018741823538193716
1962-01-01,0.6600000000000001,-0.2999999999999998,,-12.131737124014851,0.028504429329593576
1962-02-01,0.6500000000000004,-0.20000000000000018,,-80.79958913020705,0.016187166965951443
1962-03-01,0.6500000000000004,-0.09999999999999964,,1373.910901791654,0.016741753439307974
1962-04-01,0.6899999999999995,0.0,,195.17567650942146,0.031023225017945574
1962-05-01,0.7199999999999998,-0.09999999999999964,,41.22469207537589,0.10029492641285231
1962-06-01,0.7399999999999993,0.09999999999999964,,-79.79290757919544,0.07777169706924851
1962-07-01,0.71,-0.20000000000000018,,16.708428263518638,0.042553322375515255
1962-08-01,0.71,0.5,,154.695574814809,0.02828641618246044
1962-09-01,0.71,0.0,,-83.03103117313923,0.03449828000250968
1962-10-01,0.71,-0.2999999999999998,,386.9177243524757,0.058584386257680386
1962-11-01,0.71,0.2999999999999998,,44.91253303609606,0.035540364406410424
1962-12-01,0.6799999999999997,-0.20000000000000018,,-29.878363650099004,0.02485387359548404
1963-01-01,0.7000000000000002,0.20000000000000018,,-89.53258227666717,0.02634715224206481
1963-02-01,0.6999999999999993,0.2999999999999998,,43.56893728319476,0.019862864176483103
1963-03-01,0.6899999999999995,-0.5,,539.2747248565016,0.01892638549582947
1963-04-01,0.6600000000000001,0.10000000000000053,,178.25531299733188,0.017898423063876547
1963-05-01,0.6299999999999999,0.20000000000000018,,97.58188760840018,0.01740856088372835
1963-06-01,0.6099999999999994,-0.20000000000000018,,-62.7402076382214,0.016141939768165366
1963-07-01,0.5800000000000001,-0.10000000000000053,,-43.18945697664465,0.023009843735009902
1963-08-01,0.54,-0.09999999999999964,,0.0,0.01804284562794195
1963-09-01,0.5300000000000002,0.09999999999999964,,269.2443467031676,0.01818084066752357
1963-10-01,0.5099999999999998,-0.09999999999999964,,257.6127690265503,0.02431806858515499
1963-11-01,0.5099999999999998,0.40000000000000036,,-91.47515988707457,0.055433052230123805
1963-12-01,0.5,-0.40000000000000036,,69.89427432593331,0.016517153945310246
1964-01-01,0.4400000000000004,0.09999999999999964,,111.70351208954101,0.013526576884324775
1964-02-01,0.46999999999999975,-0.1999999999999993,,-33.58537807832239,0.008461136142266424
1964-03-01,0.4500000000000002,0.0,,3.71360425189482,0.010700041186386252
1964-04-01,0.4499999999999993,0.0,,-49.02902375350163,0.015961009356343845
1964-05-01,0.4399999999999995,-0.3000000000000007,,-36.062026559635655,0.01605907993098196
1964-06-01,0.4399999999999995,0.20000000000000018,,80.88893966743571,0.019959709425057454
1964-07-01,0.4299999999999997,-0.39999999999999947,,-37.21633710703942,0.014085019578485744
1964-08-01,0.41000000000000014,0.1999999999999993,,-61.17162689645509,0.020698802815342
1964-09-01,0.40000000000000036,0.10000000000000053,,97.80198599969825,0.013036641533513613
1964-10-01,0.3899999999999997,0.0,,146.73626175726665,0.013670421778786615
1964-11-01,0.3799999999999999,-0.20000000000000018,,-76.12076878338004,0.014609016810143396
1964-12-01,0.3699999999999992,-0.09999999999999964,,166.7912193948001,0.01876133405863249
1965-01-01,0.3700000000000001,-0.10000000000000053,,-34.82216092500722,0.012868239542534342
1965-02-01,0.3700000000000001,0.20000000000000018,,-41.51243586069313,0.019861554122620414
1965-03-01,0.3600000000000003,-0.2999999999999998,,179.13986002577983,0.012041546194363806
1965-04-01,0.3700000000000001,0.20000000000000018,,-0.7719485747078147,0.012728544873196915
1965-05-01,0.3699999999999992,-0.3000000000000007,,-39.75023807444234,0.018281564763229737
1965-06-01,0.3899999999999997,0.10000000000000053,,45.376924532572495,0.04552736783992931
1965-07-01,0.39999999999999947,-0.20000000000000018,,-43.90021273973538,0.022849406956704874
1965-08-01,0.3899999999999997,0.0,,-38.011281125706695,0.010356227414565065
1965-09-01,0.39000000000000057,-0.09999999999999964,,20.54347527396456,0.017267764105322006
1965-10-01,0.3700000000000001,-0.10000000000000053,,-17.04237846741561,0.013699260393996588
1965-11-01,0.35000000000000053,-0.09999999999999964,,194.39345589204095,0.011903355437021578
1965-12-01,0.33999999999999986,-0.10000000000000053,,372.7445785897179,0.017359875073305546
1966-01-01,0.3199999999999994,-0.09999999999999964,,-78.34513216027649,0.012317336722881348
1966-02-01,0.33999999999999986,-0.2999999999999998,,-84.19121427119937,0.018229668606209566
1966-03-01,0.40000000000000036,0.09999999999999964,,562.8361554297792,0.030608065503475373
1966-04-01,0.4500000000000002,-0.09999999999999964,,-31.56107186441941,0.0187078665834167
1966-05-01,0.5,0.2999999999999998,,-80.24742082169983,0.04412476792098045
1966-06-01,0.5099999999999998,0.0,,-15.341175679616171,0.022394428088917867
